Ranking,Titulo,Critica Usuarios,Aprobacion,Cantidad Reviews,Windows,Mac,Linux,Fecha Lanzamiento,Precio Steam,Critica Categorica,Fecha Ingles,Fecha,Accion,Animacion Modelado,Aventura,Carreras,Contenido Sexual,Deportes,Desarrollo Juegos,Desnudos,Diseno Ilustracion,Disparos,Documentales,Edicion Fotografica,Educacion,Estrategia,Formacion Software,Free To Play,Indie,Multijugador Masivo,Primera Persona,Produccion Audio,Publicacion Web,Rol,Sangriento,Simulacion,Tutoriales,Utilidades,Violentos
4000,DRAGON BALL XENOVERSE 2 - Legend Patrol Pack,Variadas,69,56,1,0,0,7 JUL 2022,$7.99,5,7 JUL 2022,2022-07-07,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4001,Mejora de F1® 24 Champions,Sin Dato,0,0,1,0,0,28 MAY 2024,$19.99,10,28 MAY 2024,2024-05-28,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4002,Quiplash,Muy positivas,93,906,1,1,1,30 JUN 2015,$5.79,2,30 JUN 2015,2015-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4003,Barista Simulator,Muy positivas,81,320,1,0,1,20 MAY 2023,$6.99,2,20 MAY 2023,2023-05-20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
4004,Learn Japanese RPG: Hiragana Forbidden Speech,Muy positivas,98,129,1,0,0,14 DIC 2023,$10.49,2,14 DEC 2023,2023-12-14,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
4005,BlazBlue: Continuum Shift Extend,Muy positivas,91,1157,1,0,0,12 DIC 2014,$19.99,2,12 DEC 2014,2014-12-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4006,Bio Inc. Redemption,Muy positivas,89,1922,1,0,0,8 MAR 2018,$12.99,2,8 MAR 2018,2018-03-08,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0
4007,"STAR WARS™ Battlefront (Classic, 2004)",Extremadamente positivas,96,3717,1,0,0,1 MAY 2019,$5.79,1,1 MAY 2019,2019-05-01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4008,Project Hospital - Hospital Services,Muy positivas,88,109,1,1,1,24 ABR 2020,$4.49,2,24 APR 2020,2020-04-24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
4009,Sailwind,Muy positivas,91,1390,1,0,0,18 OCT 2021,$19.99,2,18 OCT 2021,2021-10-18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4010,Assetto Corsa -Tripl3 Pack,Muy positivas,92,180,1,0,0,26 AGO 2016,$1.49,2,26 AUG 2016,2016-08-26,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4011,Hero Tale,Variadas,69,226,1,0,1,28 MAR 2024,$2.99,5,28 MAR 2024,2024-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
4012,Jurassic Park Classic Games Collection,Mayormente positivas,78,47,1,0,0,22 NOV 2023,$14.99,3,22 NOV 2023,2023-11-22,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4013,Stellaris: Ancient Relics Story Pack,Mayormente positivas,75,450,1,1,1,4 JUN 2019,$5.99,3,4 JUN 2019,2019-06-04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4014,Bewitching Sinners,Muy positivas,98,121,1,1,1,2 MAY 2024,$9.29,2,2 MAY 2024,2024-05-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4015,Arma 3 Tac-Ops Mission Pack,Variadas,54,506,1,0,1,30 NOV 2017,$4.49,5,30 NOV 2017,2017-11-30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4016,Go Mecha Ball,Muy positivas,89,286,1,0,0,25 ENE 2024,$10.49,2,25 JAN 2024,2024-01-25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4017,Desperados III,Extremadamente positivas,96,9246,1,1,1,16 JUN 2020,$18.99,1,16 JUN 2020,2020-06-16,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4018,Trailmakers: Rescue Pack,Positivas,80,25,1,0,0,24 ABR 2024,$4.49,4,24 APR 2024,2024-04-24,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4019,The Escapists,Muy positivas,90,14016,1,1,1,13 FEB 2015,$9.29,2,13 FEB 2015,2015-02-13,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
4020,TRAIL OUT,Muy positivas,81,2048,1,0,0,7 SEP 2022,$10.49,2,7 SEP 2022,2022-09-07,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4021,Punch Club,Muy positivas,82,10649,1,1,1,8 ENE 2016,$5.79,2,8 JAN 2016,2016-01-08,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4022,Fallout: A Post Nuclear Role Playing Game,Extremadamente positivas,95,13167,1,0,0,1 NOV 2015,$5.99,1,1 NOV 2015,2015-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4023,Ben and Ed - Blood Party,Muy positivas,88,1968,1,0,0,13 FEB 2018,$7.99,2,13 FEB 2018,2018-02-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
4024,Cities: Skylines - Snowfall,Variadas,61,811,1,1,1,18 FEB 2016,$7.99,5,18 FEB 2016,2016-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4025,Total War: ROME II - Greek States Culture Pack,Variadas,56,323,1,0,0,3 SEP 2013,$4.99,5,3 SEP 2013,2013-09-03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4026,Overcooked! 2 - Surf 'n' Turf,Mayormente positivas,76,212,1,1,1,3 OCT 2018,$3.59,3,3 OCT 2018,2018-10-03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4027,Crime O'Clock,Mayormente positivas,73,205,1,0,1,21 JUL 2023,$10.49,3,21 JUL 2023,2023-07-21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4028,ICBM,Muy positivas,92,1462,1,0,0,17 NOV 2020,$10.49,2,17 NOV 2020,2020-11-17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4029,Hollow Cocoon,Muy positivas,91,584,1,0,0,6 DIC 2023,$9.99,2,6 DEC 2023,2023-12-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4030,CHAOS CODE -NEW SIGN OF CATASTROPHE-,Muy positivas,88,190,1,0,0,15 MAR 2017,$19.99,2,15 MAR 2017,2017-03-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4031,Killing Floor 2 - Armory Season Pass,Mayormente positivas,75,332,1,0,0,23 MAR 2021,$29.99,3,23 MAR 2021,2021-03-23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4032,Unheard,Extremadamente positivas,96,27616,1,0,1,29 MAR 2019,$3.99,1,29 MAR 2019,2019-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
4033,Reentry - A Space Flight Simulator,Extremadamente positivas,97,649,1,0,0,15 NOV 2018,$14.99,1,15 NOV 2018,2018-11-15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4034,Circuit Superstars,Muy positivas,87,1717,1,0,0,31 OCT 2023,$19.99,2,31 OCT 2023,2023-10-31,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4035,Secret World Legends,Variadas,67,8893,1,0,0,31 JUL 2017,Gratuito,5,31 JUL 2017,2017-07-31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
4036,Egg Surprise,Mayormente positivas,74,636,1,1,0,20 JUN 2024,Gratuito,3,20 JUN 2024,2024-06-20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4037,Farming Simulator 2013 Titanium Edition,Muy positivas,91,3747,1,0,1,9 OCT 2013,$14.99,2,9 OCT 2013,2013-10-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4038,Prince of Persia: The Two Thrones™,Mayormente positivas,78,1883,1,0,0,21 NOV 2008,$7.99,3,21 NOV 2008,2008-11-21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4039,MergeCrafter,Mayormente positivas,73,682,1,0,1,23 AGO 2022,Gratuito,3,23 AUG 2022,2022-08-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4040,GameCreator,Positivas,84,46,1,0,0,26 OCT 2022,$39.99,4,26 OCT 2022,2022-10-26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4041,Cricket 19,Muy positivas,91,3432,1,0,0,30 JUL 2019,$29.99,2,30 JUL 2019,2019-07-30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4042,Construction Simulator - Kramer Pack,Positivas,85,14,1,0,0,15 DIC 2022,$6.99,4,15 DEC 2022,2022-12-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4043,Gone Home,Mayormente positivas,77,12798,1,1,1,15 AGO 2013,$7.99,3,15 AUG 2013,2013-08-15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4044,Dicey Dungeons,Muy positivas,89,9267,1,1,1,13 AGO 2019,$14.99,2,13 AUG 2019,2019-08-13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
4045,Prison Architect - Second Chances,Variadas,66,101,1,1,1,16 JUN 2021,$3.99,5,16 JUN 2021,2021-06-16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
4046,Wildermyth - Atavíos y aspectos,Muy positivas,97,109,1,1,1,4 MAY 2023,$2.99,2,4 MAY 2023,2023-05-04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
4047,MUSYNX,Muy positivas,88,5214,1,0,0,5 DIC 2018,$3.99,2,5 DEC 2018,2018-12-05,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
4048,THE LAST BLADE,Mayormente positivas,79,130,1,0,0,31 AGO 2016,$5.79,3,31 AUG 2016,2016-08-31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4049,VTOL VR: T-55 Tyro - Trainer Jet,Muy positivas,95,352,1,0,0,24 MAR 2023,$3.59,2,24 MAR 2023,2023-03-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4050,Siege Survival: Gloria Victis,Mayormente positivas,79,1188,1,0,0,18 MAY 2021,$18.99,3,18 MAY 2021,2021-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
4051,King Arthur: Legion IX,Mayormente positivas,71,402,1,0,0,9 MAY 2024,$10.49,3,9 MAY 2024,2024-05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4052,Hacknet,Muy positivas,93,15320,1,1,1,12 AGO 2015,$5.79,2,12 AUG 2015,2015-08-12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4053,Call of Duty®: Modern Warfare® II - Paquete profesional: Veterano urbano,Variadas,46,288,1,0,0,23 FEB 2023,$19.99,5,23 FEB 2023,2023-02-23,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4054,EXAPUNKS,Extremadamente positivas,96,1210,1,1,1,22 OCT 2018,$10.49,1,22 OCT 2018,2018-10-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4055,PARANORMASIGHT: The Seven Mysteries of Honjo,Extremadamente positivas,95,3458,1,0,0,8 MAR 2023,$15.99,1,8 MAR 2023,2023-03-08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4056,Brutal Legend,Muy positivas,94,9777,1,1,1,26 FEB 2013,$14.99,2,26 FEB 2013,2013-02-26,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4057,Nioh: Complete Edition,Mayormente positivas,79,25328,1,0,0,7 NOV 2017,$41.69,3,7 NOV 2017,2017-11-07,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4058,For Honor - Y4S2 Legacy Pass,Sin Dato,0,0,1,0,0,13 JUN 2024,$7.99,10,13 JUN 2024,2024-06-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4059,Session: Skate Sim Waterpark & Chris Cole,Variadas,41,55,1,0,0,17 MAY 2023,$7.99,5,17 MAY 2023,2023-05-17,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
4060,Lone Fungus,Muy positivas,88,555,1,0,0,7 ABR 2023,$19.99,2,7 APR 2023,2023-04-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4061,The Walking Dead: Saints & Sinners - Chapter 2: Retribution,Variadas,66,1169,1,0,0,21 MAR 2023,$22.99,5,21 MAR 2023,2023-03-21,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
4062,Lycans,Muy positivas,95,127,1,0,0,4 DIC 2023,$2.49,2,4 DEC 2023,2023-12-04,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4063,Saints Row IV: Re-Elected,Muy positivas,88,56917,1,1,0,20 AGO 2013,$14.99,2,20 AUG 2013,2013-08-20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4064,Granblue Fantasy Versus: Rising - Additional Character (2B）,Positivas,91,37,1,0,0,19 FEB 2024,$5.99,4,19 FEB 2024,2024-02-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4065,Call of Duty®: Modern Warfare® II - Paquete Profesional: Rebelde del Desierto,Mayormente positivas,78,341,1,0,0,23 NOV 2022,$19.99,3,23 NOV 2022,2022-11-23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4066,Touhou Luna Nights,Extremadamente positivas,97,12279,1,0,0,25 FEB 2019,$9.29,1,25 FEB 2019,2019-02-25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4067,Tower! Simulator 3 - EGKK Airport,Sin Dato,0,0,1,0,0,15 JUL 2024,$10.49,10,15 JUL 2024,2024-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4068,Quake,Extremadamente positivas,96,11477,1,0,0,3 AGO 2007,$5.99,1,3 AUG 2007,2007-08-03,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4069,Crossout — Triad: The Patron,Sin Dato,0,0,1,0,0,26 AGO 2021,$29.99,10,26 AUG 2021,2021-08-26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4070,Deep Rock Galactic - Roughneck Pack,Muy positivas,97,450,1,0,0,22 OCT 2020,$7.99,2,22 OCT 2020,2020-10-22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4071,Delivery INC,Mayormente positivas,71,169,1,0,1,27 JUL 2023,$14.99,3,27 JUL 2023,2023-07-27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4072,LEGO® Indiana Jones™: The Original Adventures,Muy positivas,86,2338,1,0,0,8 JUL 2009,$10.49,2,8 JUL 2009,2009-07-08,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4073,Crossout — Triad: The Keeper pack,Sin Dato,0,0,1,0,0,29 MAR 2021,$29.99,10,29 MAR 2021,2021-03-29,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4074,COCOON,Muy positivas,94,5104,1,0,0,29 SEP 2023,$12.99,2,29 SEP 2023,2023-09-29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4075,Granblue Fantasy Versus: Rising - Deluxe Character Pass 1,Variadas,58,53,1,0,0,13 DIC 2023,$34.99,5,13 DEC 2023,2023-12-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4076,SCUM Luis Moncada Character Pack,Muy positivas,80,51,1,0,0,11 MAY 2023,$8.99,2,11 MAY 2023,2023-05-11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
4077,Saints Row 2,Mayormente positivas,74,11243,1,1,0,7 ENE 2009,$7.99,3,7 JAN 2009,2009-01-07,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4078,Attack on Toys,Muy positivas,93,765,1,0,0,24 SEP 2021,$6.99,2,24 SEP 2021,2021-09-24,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
4079,Atomic Heart - Annihilation Instinct,Mayormente positivas,71,848,1,0,0,20 FEB 2023,$5.99,3,20 FEB 2023,2023-02-20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
4080,Ship Simulator Extremes,Variadas,49,1637,1,0,0,27 AGO 2010,$11.99,5,27 AUG 2010,2010-08-27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4081,Star Traders: Frontiers,Muy positivas,83,3318,1,1,1,1 AGO 2018,$7.99,2,1 AUG 2018,2018-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
4082,Shotgun King: The Final Checkmate,Muy positivas,93,4394,1,1,1,12 MAY 2022,$8.99,2,12 MAY 2022,2022-05-12,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4083,The Last Stand Legacy Collection,Muy positivas,89,1782,1,0,1,15 JUL 2021,$5.79,2,15 JUL 2021,2021-07-15,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4084,Sniper Elite 5: Target Führer - Wolf Mountain,Variadas,57,170,1,0,0,25 MAY 2022,$6.99,5,25 MAY 2022,2022-05-25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4085,GRIS,Extremadamente positivas,96,62585,1,0,1,13 DIC 2018,$7.99,1,13 DEC 2018,2018-12-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4086,Them's Fightin' Herds - Season 1 Pass,Variadas,67,34,1,1,1,18 OCT 2022,$19.99,5,18 OCT 2022,2022-10-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4087,Los Sims™ 4 Homenaje Urbano - Kit,Sin Dato,0,0,1,0,0,18 ABR 2024,$4.99,10,18 APR 2024,2024-04-18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4088,The Banished Vault,Mayormente positivas,78,142,1,0,1,25 JUL 2023,$24.99,3,25 JUL 2023,2023-07-25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4089,Mega Man Zero/ZX Legacy Collection,Mayormente positivas,74,1831,1,0,0,25 FEB 2020,$29.99,3,25 FEB 2020,2020-02-25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4090,Los Sims™ 4 Glamour Vintage Pack de Accesorios,Variadas,65,86,1,0,0,18 JUN 2020,$9.99,5,18 JUN 2020,2020-06-18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4091,American Fugitive,Mayormente positivas,76,1692,1,0,0,21 MAY 2019,$10.49,3,21 MAY 2019,2019-05-21,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4092,Warhammer: Vermintide 2 - Sister of the Thorn,Variadas,62,585,1,0,0,3 JUN 2021,$2.49,5,3 JUN 2021,2021-06-03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
4093,Stronghold Kingdoms,Variadas,64,9110,1,0,0,27 FEB 2012,Gratuito,5,27 FEB 2012,2012-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
4094,Medieval Dynasty - Digital Supporter Pack,Muy positivas,91,68,1,0,0,17 SEP 2020,$7.99,2,17 SEP 2020,2020-09-17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4095,Apex Point,Muy positivas,89,1638,1,0,0,5 MAR 2023,$18.99,2,5 MAR 2023,2023-03-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
4096,鬼谷八荒 - 不归玄境,Variadas,46,54,1,0,0,26 MAY 2023,$2.99,5,26 MAY 2023,2023-05-26,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
4097,Dungeons of Aether,Muy positivas,81,475,1,0,1,28 FEB 2023,$7.99,2,28 FEB 2023,2023-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
4098,SteamWorld Build,Mayormente positivas,78,988,1,0,0,1 DIC 2023,$12.49,3,1 DEC 2023,2023-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4099,Axis & Allies 1942 Online,Mayormente positivas,77,4090,1,1,1,9 NOV 2021,$10.49,3,9 NOV 2021,2021-11-09,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4100,Gothic II: Gold Edition,Muy positivas,92,9803,1,0,0,13 ENE 2010,$5.79,2,13 JAN 2010,2010-01-13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4101,TramSim Vienna - The Tram Simulator,Mayormente positivas,78,1191,1,0,0,29 OCT 2020,$17.99,3,29 OCT 2020,2020-10-29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4102,Use Your Words,Muy positivas,90,703,1,0,1,3 ABR 2017,$14.99,2,3 APR 2017,2017-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4103,Deus Ex: Human Revolution - Director's Cut,Muy positivas,92,22930,1,0,0,25 OCT 2013,$9.99,2,25 OCT 2013,2013-10-25,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
4104,DRAGON BALL FighterZ - Goku (Ultra Instinct),Muy positivas,89,473,1,0,0,21 MAY 2020,$3.99,2,21 MAY 2020,2020-05-21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4105,Prince of Persia®,Mayormente positivas,78,2938,1,0,0,10 DIC 2008,$7.99,3,10 DEC 2008,2008-12-10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4106,Skyforge,Variadas,59,4258,1,0,0,13 ABR 2017,Gratuito,5,13 APR 2017,2017-04-13,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
4107,World of Guns: Gun Disassembly,Muy positivas,84,18749,1,1,1,21 MAY 2014,Gratuito,2,21 MAY 2014,2014-05-21,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0
4108,Stellaris: Synthetic Dawn Story Pack,Mayormente positivas,71,791,1,1,1,21 SEP 2017,$5.99,3,21 SEP 2017,2017-09-21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4109,Surviving the Aftermath,Mayormente positivas,72,2781,1,0,0,16 NOV 2021,$17.99,3,16 NOV 2021,2021-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4110,Resident Evil 4: Ticket de mejora exclusiva de arma x5 (A),Muy positivas,85,128,1,0,0,7 ABR 2023,$9.99,2,7 APR 2023,2023-04-07,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4111,Total War: ROME II - Desert Kingdoms Culture Pack,Mayormente positivas,73,245,1,0,0,8 MAR 2018,$4.99,3,8 MAR 2018,2018-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
